icp;tc;ois;usd_loc;libor;inflation;real
1,878;736,32;0,103;0,007332152;0,24125;3,389012064;0,408
1,885;748,18;0,1003;0,007182203;0,24225;3,383039403;0,385
1,855;748,92;0,0993;0,006924017;0,24038;3,447382458;0,365
1,765;752,73;0,0986;0,007177534;0,23888;3,281568236;0,245
1,712;748,5;0,0998;0,007433439;0,23888;3,20715949;0,152
1,705;743,91;0,1003;0,007743453;0,2445;3,166978677;0,115
1,76;750,09;0,1034;0,007843782;0,24325;3,206622637;0,11
1,86;745,86;0,0992;0,007630421;0,243;3,15914417;0,16
1,77;757,82;0,0978;0,007042309;0,241;3,34688511;0,07
1,77;757,84;0,0994;0,007191081;0,24213;3,34688511;0,07
1,725;760,47;0,0982;0,007026354;0,24163;3,377009937;0,025
1,692;758,45;0,0966;0,006729411;0,24175;3,470296493;-0,018
1,71;752,4;0,0974;0,006962014;0,243;3,399619627;-1,11022E-16
1,712;754,35;0,097;0,007092157;0,244;3,337207675;-0,008
1,715;762,58;0,0953;0,00651465;0,24138;3,531043798;-0,035
1,735;760,21;0,0958;0,00640961;0,23863;3,566637158;-0,105
1,82;767,73;0,0939;0,006136362;0,239;3,657232287;-0,02
1,88;762,08;0,0923;0,0064011;0,23713;3,419271386;0,07
1,89;760,05;0,0914;0,006557412;0,237;3,303406981;0,05
1,84;758,71;0,0895;0,006185726;0,23513;3,402047583;0,02
1,905;768,05;0,088;0,006028847;0,23238;3,391932091;0,075
1,94;777,83;0,0875;0,005947261;0,23213;3,415248604;0,06
1,973;774,17;0,0878;0,006338649;0,22988;3,184190358;0,033
2,035;779,71;0,092;0,006450687;0,23163;3,303518142;0,115
2,225;789,46;0,094;0,006808276;0,23738;3,277440406;0,255
2,19;784,7;0,0952;0,006870311;0,23775;3,294436;0,2
2,15;779,38;0,0995;0,007392303;0,23963;3,225406802;0,14
2,207;773,33;0,0967;0,007067667;0,24288;3,323090311;0,117
2,235;774,81;0,0975;0,006285148;0,23988;3,721201349;0,095
2,275;775,84;0,0978;0,006007762;0,23875;3,886596796;0,065
2,25;787,68;0,0984;0,005671823;0,23675;4,107356535;0,06
2,255;790,11;0,099;0,005768636;0,2355;4,041596399;0,075
2,305;788,79;0,0974;0,006095851;0,235;3,754848767;0,145
2,355;787,14;0,0961;0,005917128;0,23525;3,820692093;0,155
2,4;786,67;0,0957;0,005489645;0,23663;4,125128299;0,19
2,385;784,88;0,0972;0,00578863;0,237;3,979594611;0,145
2,378;782,65;0,0982;0,005920677;0,23688;3,928877978;0,128
2,36;784,07;0,098;0,00576789;0,2375;4,03527126;0,09
2,38;786,93;0,096;0,005866989;0,23538;3,851460904;0,06
2,39;783,34;0,09;0,004999241;0,23513;4,232982248;0,05
2,415;782,25;0,0865;0,004584614;0,23513;4,436304814;0,055
2,43;774,14;0,0873;0,004506719;0,22788;4,414281315;0,07
3,145;771,42;0,0875;0,004334612;0,22763;4,595019117;0,605
3,17;768,2;0,0877;0,004441339;0,22275;4,398487715;0,09
3,202;767,75;0,0845;0,004435482;0,22275;4,243591446;0,092
3,227;772,8;0,0829;0,003596898;0,2195;5,058956564;-0,013
3,24;780,7;0,0856;0,003879265;0,22;4,854527327;-0,03
3,3;786,99;0,0844;0,00484048;0,22313;3,890558776;0,03
3,42;794,28;0,0846;0,004724768;0,22388;4,008714727;0,16
3,362;788,64;0,0859;0,004852571;0,2225;3,938685668;-0,018
3,345;785,13;0,0855;0,00483474;0,22313;3,945944571;-0,105
3,36;784,26;0,0866;0,004906475;0,2225;3,927157751;-0,08
3,36;779,65;0,0871;0,005022895;0,22163;3,843196735;-0,13
3,39;783,04;0,0877;0,005256472;0,22425;3,741430381;-0,07
3,403;784,54;0,0878;0,005265517;0,22438;3,741430381;-0,057
3,342;788,35;0,0848;0,005231674;0,22613;3,665332244;-0,178
3,355;786,34;0,0844;0,005262778;0,22413;3,5944079;-0,195
3,392;787,85;0,089;0,005645053;0,22525;3,551295492;-0,218
3,467;785,63;0,0916;0,005424508;0,229;3,86696815;-0,193
3,565;793,04;0,0941;0,005363574;0,22963;4,028690795;-0,205
3,595;794,25;0,0964;0,005557852;0,236;4,093379854;-0,115
3,65;801,75;0,0985;0,005679343;0,2385;4,136437758;-0,04
3,743;809,8;0,0967;0,005461646;0,24063;4,260423077;0,063
3,78;810,13;0,0972;0,005403185;0,23663;4,2568293;0,02
3,822;803,29;0,0938;0,005062786;0,23488;4,351703549;0,012
3,89;806,09;0,0955;0,00502238;0,232;4,411454081;0,06
3,99;811,44;0,098;0,0052335;0,23688;4,435700769;0,1
4,02;814,5;0,1022;0,005735735;0,24113;4,29648248;0,1
4,033;813,68;0,1048;0,005384191;0,24313;4,732377152;0,063
4,375;824,99;0,1118;0,006557351;0,247;4,211243006;0,275
4,375;824,99;0,1197;0,007294428;0,25663;4,211243006;0,275
4,517;822,83;0,1195;0,006672156;0,26138;4,681381611;0,257
4,543;816,01;0,1303;0,007660803;0,26575;4,520051782;0,293
4,903;825,3;0,1345;0,008167217;0,27263;4,489746732;0,553
5,07;823,72;0,1461;0,008497165;0,27963;4,807949763;0,55
5,01;817,8;0,156;0,010220583;0,30213;4,611506203;0,23
4,945;811,51;0,1521;0,009070459;0,29213;4,898646351;0,125
4,963;813,31;0,1517;0,009036821;0,29675;4,981505728;0,113
5,045;817,63;0,1776;0,010993271;0,2965;4,790057643;0,245
5,015;816,05;0,1876;0,013150074;0,31688;4,520635371;0,185
4,86;808,18;0,1768;0,013246884;0,32938;4,396081734;-0,02
4,875;804,28;0,1792;0,012116584;0,32275;4,773358494;-0,095
4,89;805;0,1997;0,013816335;0,33225;4,802309927;-0,13
5,025;806,03;0,1942;0,015316768;0,37063;4,699186248;-0,015
5,11;814,5;0,2084;0,014712236;0,36113;5,115435312;-0,15
5,105;811,58;0,2004;0,014387221;0,36725;5,115435312;-0,155
5,09;812,76;0,1797;0,012633266;0,35838;5,097722586;-0,22
5,11;813,29;0,195;0,01288346;0,35763;5,41297522;-0,21
5,13;814,32;0,1862;0,012503599;0,3625;5,398245548;-0,2
5,07;811,53;0,1717;0,010809426;0,3575;5,678631697;-0,38
5,133;803,06;0,1905;0,01284821;0,35288;5,23214057;-0,277
4,912;792,23;0,1787;0,012702332;0,34975;4,920381802;-0,488
4,93;795,34;0,2177;0,015639291;0,35375;4,924224105;-0,38
5,023;794,4;0,2333;0,018205542;0,38788;4,970596431;-0,217
5,158;801,12;0,2294;0,01802033;0,3985;5,072931457;-0,102
5,22;797,72;0,2334;0,018124191;0,39425;5,077079009;-0,11
5,21;811,86;0,2322;0,017844971;0,39913;5,19350709;-0,11
5,198;829,21;0,2242;0,016715443;0,39863;5,346723096;-0,212
5,328;832,29;0,2226;0,015758916;0,38975;5,505350096;-0,152
5,347;829,8;0,244;0,017010962;0,39175;5,619141227;-0,093
5,182;811,95;0,2782;0,024499902;0,42563;4,833091469;-0,278
5,278;812,82;0,2736;0,023357154;0,449;5,259476321;-0,092
5,403;814,21;0,2985;0,027789034;0,44588;4,789485637;0,073
5,413;821,14;0,2983;0,027928543;0,47163;5,037399541;0,093
5,2;831,94;0,2237;0,017267769;0,41038;5,316379093;-0,12
5,18;842,5;0,2106;0,017173411;0,41988;5,149048711;-0,1
5,155;829,61;0,261;0,018771628;0,38238;5,316597038;-0,135
5,19;838,74;0,2582;0,021241491;0,45825;5,570237552;-0,08
5,17;838,12;0,2848;0,023426845;0,45588;5,54213013;-0,09
5,17;841,25;0,2668;0,024000644;0,4615;5,130204021;-0,04
5,2;846,48;0,2973;0,026706113;0,4655;5,182077549;0,08
5,238;839,31;0,325;0,032474238;0,4825;4,828827725;0,118
5,245;839,31;0,3117;0,031548729;0,48875;4,828827725;0,125
5,34;848,22;0,3243;0,033824993;0,49825;4,777014337;0,23
5,42;842,25;0,3162;0,033308792;0,50938;4,835538761;0,27
5,53;841,67;0,3069;0,032049244;0,505;4,835823895;0,38
5,72;843,71;0,3222;0,033157659;0,49788;4,838005414;0,46
5,775;851,57;0,3499;0,039366362;0,51688;4,594184048;0,505
5,735;846,97;0,3455;0,03600915;0,52463;5,033711246;0,555
5,675;844,8;0,3633;0,04106327;0,52963;4,685807466;0,405
5,75;875,21;0,3596;0,037987133;0,53188;5,034969342;0,49
5,71;870,65;0,3756;0,040074009;0,542;5,079980835;0,48
5,66;861,07;0,3854;0,043690334;0,55338;4,881460741;0,37
5,64;859,23;0,4013;0,044273555;0,56113;5,086139311;0,33
5,67;862,76;0,4015;0,044815517;0,56713;5,080889591;0,39
5,695;857,54;0,4148;0,044824716;0,56713;5,248120818;0,435
5,73;856,21;0,4246;0,046577744;0,56713;5,169924075;0,53
5,945;849,23;0,4253;0,048429696;0,586;5,146135933;0,845
5,95;850,93;0,4168;0,047903642;0,58875;5,122595858;0,85
5,95;851,81;0,425;0,048379817;0,58313;5,122595858;0,85
6,073;852,1;0,4363;0,049137695;0,58313;5,177687317;1,003
6,21;847,55;0,4283;0,052948933;0,603;4,877622378;1,1
6,22;837,58;0,4731;0,059095568;0,59629;4,773704864;1,04
6,19;837,13;0,4936;0,065720329;0,64771;4,864699543;1,06
6,32;828,76;0,4995;0,07371759;0,66171;4,483653683;1,23
6,44;835,9;0,5228;0,076254922;0,67686;4,640518897;1,31
6,5;828,91;0,5107;0,075204716;0,69557;4,723475034;1,29
6,505;823,53;0,5407;0,0773057;0,69914;4,890001632;1,245
6,588;817,91;0,5392;0,077974669;0,71357;4,934383783;1,338
6,595;819,75;0,5807;0,085907572;0,72571;4,905502365;1,275
6,605;822,8;0,606;0,100403284;0,76671;4,627600227;1,335
6,668;819,16;0,6441;0,10395061;0,787;4,876418733;1,448
6,615;809,61;0,6468;0,115005355;0,80357;4,519346726;1,415
6,585;802,28;0,6358;0,104107683;0,79843;4,876122282;1,435
6,485;798,16;0,6255;0,103065879;0,79857;4,846468477;1,265
6,47;807,41;0,6111;0,100567854;0,79357;4,822123626;1,28
6,52;799,92;0,6355;0,110039572;0,78986;4,561595606;1,36
6,585;801,84;0,7371;0,128497709;0,80871;4,638994307;1,485
6,945;806,08;0,7716;0,157716933;0,92157;4,508605367;1,775
6,905;813,23;0,7658;0,151662532;0,94786;4,786094356;1,805
6,875;800,6;0,8072;0,165208833;0,96229;4,70168862;1,665
6,905;803,16;0,7779;0,165056646;0,93457;4,404560628;1,835
6,872;811,38;0,771;0,161820672;0,92971;4,429634361;1,842
6,872;818,02;0,8145;0,164514038;0,94386;4,672999219;1,922
7,03;827,59;0,9179;0,195768919;0,999;4,68400248;2,23
7,12;824,95;0,891;0,220539378;1,09171;4,410611928;2,31
7,75;827,67;0,9276;0,242228082;1,09171;4,180647372;2,66
7,905;812,96;0,948;0,215633838;1,09371;4,808322716;2,465
8,105;805,63;1,1651;0,277373128;1,12457;4,72373267;2,595
8,16;808,65;1,114;0,317475933;1,39229;4,885444529;2,4
8,17;813,51;1,1368;0,306155186;1,32214;4,909303592;2,33
8,257;801,54;1,122;0,317934311;1,34271;4,738465053;2,287
8,14;799,57;1,081;0,310846319;1,32986;4,624724732;2,17
8,18;795,6;1,055;0,291981303;1,28886;4,656967032;2,24
8,215;801,68;1,0331;0,271629671;1,28586;4,890562805;2,315
8,215;798,75;1,0243;0,262673421;1,25771;4,904464056;2,385
8,255;792,99;1,1181;0,30532332;1,28857;4,718768667;2,565
8,35;789,85;1,1391;0,281807126;1,33686;5,403756979;2,55
8,435;819,4;1,0879;0,243307297;1,28629;5,751388909;2,445
8,435;802,14;1,0886;0,254203266;1,33071;5,698632166;2,255
8,392;798,9;0,9632;0,207396096;1,288;5,981798242;2,212
8,3;807,22;0,8886;0,178889945;1,17671;5,845071426;1,79
8,34;805,09;1,0419;0,214301526;1,21829;5,923132573;1,82
8,34;796,32;1,063;0,22780118;1,33186;6,21492471;1,79
8,315;805,83;1,029;0,229801541;1,35286;6,057805082;1,725
8,51;813,86;1,069;0,199479784;1,38229;7,407607821;1,95
8,585;810,39;1,0988;0,210049267;1,44686;7,568747042;1,695
8,535;804,58;1,165;0,24617423;1,48657;7,035074519;1,455
8,59;803,25;1,1824;0,280059865;1,53486;6,480109051;1,19
8,58;804,65;1,2336;0,296572066;1,596;6,638607693;1,6
8,635;813,2;1,295;0,325677335;1,65686;6,588219284;1,565
8,5;811,28;1,297;0,348328868;1,68514;6,274606508;1,5
8,538;798,96;1,3382;0,368336768;1,71529;6,231800022;1,628
8,525;799,93;1,3516;0,384366345;1,77571;6,244172177;1,615
8,65;804;1,4043;0,391311028;1,78643;6,410970997;1,73
8,79;793,9;1,5359;0,427682127;1,86814;6,708899081;1,79
8,765;792,85;1,5786;0,449702963;2,01257;7,064758875;1,605
8,925;793,04;1,554;0,436925174;2,01086;7,151971616;1,675
9,02;788,39;1,6308;0,466250381;2,05786;7,197759452;1,68
8,96;778,1;1,709;0,502738271;2,08871;7,100325552;1,61
8,89;778,93;1,7467;0,55982399;2,19886;6,86063625;1,59
8,84;779,97;1,738;0,533823751;2,203;7,172430968;1,58
7,91;789,04;1,7078;0,54571697;2,12586;6,65279606;0,56
7,91;786;1,7407;0,552053651;2,10143;6,626093671;0,63
7,96;782,88;1,8158;0,651570903;2,17157;6,05173863;0,9
8,005;779,6;1,8027;0,674716775;2,20143;5,881753659;0,965
8,12;786,68;1,8582;0,660888806;2,22786;6,264002987;1,17
8,2;800,11;1,8625;0,634290011;2,24343;6,587504614;1,39
8,25;805,85;1,8698;0,610853168;2,21486;6,779608331;1,31
8,63;815,65;1,903;0,699735097;2,27157;6,177763172;0,88
8,625;817,11;1,9121;0,670398131;2,28043;6,504209966;0,785
8,475;805,72;1,8496;0,647405516;2,30771;6,592993587;0,395
8,415;805,59;1,8414;0,57672408;2,25143;7,188503738;0,215
8,49;816,55;1,904;0,561861069;2,22157;7,528318861;0,19
8,49;814,75;1,904;0,561861069;2,22157;7,528318861;0,19
8,485;816,97;1,9155;0,543666353;2,22157;7,827258957;0,115
8,47;819,97;2,011;0,591897897;2,30257;7,823086199;0,01
8,545;814,6;2,0282;0,624849428;2,36886;7,689087376;0,065
8,64;825,74;2,1357;0,715718323;2,44043;7,282231272;0,14
8,78;836,25;2,184;0,794945302;2,60671;7,161567756;0,24
8,77;844,92;2,172;0,789461617;2,55171;7,020371863;0,2
8,69;843,47;2,0985;0,832843727;2,54629;6,415836961;0,13
8,695;847,8;2,1567;0,852033854;2,54414;6,439822446;0,325
8,72;857,31;2,2011;0,885938117;2,54914;6,3333002;0,51
8,767;851,62;2,3106;0,98221106;2,62857;6,183573052;0,717
8,903;860,82;2,2881;0,974998005;2,62857;6,16865982;1,023
8,92;855,76;2,3398;1,013217122;2,69486;6,22318089;1,22
8,965;854,35;2,2608;0,981863282;2,74843;6,328427446;1,335
8,97;860,95;2,3068;0,941194114;2,67214;6,549225565;1,63
9,487;858,5;2,32;1,134072185;2,69471;5,51263604;1,917
9,575;868,57;2,2105;1,080585088;2,67486;5,471830116;1,815
9,49;867,01;2,2498;1,096894969;2,58829;5,308744234;1,57
9,385;862,22;2,2875;1,099496615;2,61671;5,444058712;1,855
9,27;862,5;2,2582;1,153922778;2,62986;5,146574768;1,82
9,34;860,63;2,276;1,09773517;2,65214;5,498840527;1,89
9,31;857,75;2,2862;1,077068661;2,65686;5,63948572;1,82
9,405;851,32;2,3679;1,009414817;2,67771;6,281411175;1,915
9,31;853,84;2,3615;0,980174267;2,741;6,603796611;1,89
9,255;837,34;2,3458;1,010320829;2,706;6,282890168;1,725
9,19;836,18;2,3315;1,064229728;2,73;5,980846835;1,5
9,155;830,48;2,3655;1,095477229;2,718;5,869066769;1,475
9,155;830,58;2,287;1,048061667;2,68886;5,867424613;1,485
9,16;831,81;2,2809;1,081516056;2,684;5,660512914;1,6
9,222;823,06;2,2971;1,092454293;2,68157;5,638528301;1,762
9,24;826,5;2,303;0,983565021;2,69571;6,31195701;1,8
9,237;830,34;2,303;0,956940303;2,69757;6,49204939;1,777
9,36;823,75;2,377;0,968682033;2,74;6,723547847;1,95
9,435;824,28;2,4425;1,083715683;2,77543;6,255319435;2,035
9,535;813,09;2,4563;1,070544851;2,77543;6,368055204;2,155
9,56;811,7;2,4808;1,074963407;2,77543;6,405135931;2,12
9,625;821,72;2,5167;1,129534872;2,85229;6,355145307;2,205
9,705;827,45;2,5115;1,092070898;2,88957;6,645314938;2,425
9,785;821,93;2,5482;1,196488349;2,91214;6,202078904;2,505
9,85;824,9;2,601;1,236013621;2,95857;6,225854182;2,76
9,955;845,13;2,8575;1,373745263;3,00543;6,251534733;2,855
10,01;861,64;3,2224;1,807926639;3,36986;6,006348173;2,63
10,04;868,47;3,2873;1,905985244;3,58129;6,176739644;2,62
9,965;857;3,1582;1,81132149;3,61257;6,298836863;2,465
9,75;866,48;3,1628;1,889550871;3,674;6,149676825;2,09
9,7;875,69;3,1838;1,774876375;3,58586;6,432369729;2,1
9,7;882,43;3,1838;1,791990385;3,62057;6,432607488;2,08
9,7;874,22;3,2229;1,816432663;3,62543;6,432607488;2,08
9,57;888,46;3,1408;1,716024275;3,57986;6,55213592;2,01
9,55;904,43;3,0978;1,680121944;3,53329;6,514661511;1,94
9,7;917,84;3,0811;1,6222163;3,54471;6,732521417;2,11
9,7;920,6;3,127;1,659058072;3,572;6,732521417;2,11
9,753;911,7;3,1303;1,720445831;3,60729;6,563356827;2,063
9,76;924,84;3,1284;1,730356197;3,61357;6,53315913;2,12
9,79;918,15;3,0798;1,665992231;3,619;6,690184978;2,17
9,765;931,4;3,0055;1,574954915;3,56429;6,801765241;2,085
9,77;927,45;3,0055;1,521545072;3,55129;7,014844512;2,03
9,86;951,07;2,9813;1,495805521;3,59229;7,159817253;2,06
10,07;970,09;3,0827;1,445198987;3,554;7,580904702;2,23
10,39;951,19;3,1065;1,443416457;3,65743;7,871467892;2,43
10,535;970,44;3,2048;1,654552191;3,64486;7,059944914;2,325
10,815;992,25;3,1678;1,57057125;3,722;7,507173964;2,605
11,005;1016,12;3,1328;1,486258498;3,68671;7,771006929;2,525
11,11;1008;3,3407;1,463076363;3,73414;8,526309228;2,3
11,48;1048,5;3,2847;1,445772998;3,97829;9,038410028;2,22
11,205;976,4;3,2372;1,522999464;3,89643;8,282027336;1,375
10,955;946,57;3,2467;1,609035215;3,863;7,794734374;1,205
10,905;926,49;3,3014;1,642799464;3,86957;7,776359;1,395
10,925;926,47;3,2868;1,644757316;3,893;7,779574697;1,575
10,96;927,03;3,2065;1,568963058;3,91871;8,008693101;1,66
10,925;953,9;3,106;1,382169701;3,81429;8,571440056;1,765
10,913;936,54;3,1512;1,388244317;3,77529;8,569596651;1,503
10,923;924,41;3,1655;1,398870062;3,807;8,614851964;1,493
10,88;912,44;3,1143;1,366068665;3,812;8,690420841;1,53
10,855;910,78;3,0503;1,288665607;3,76214;8,905068608;1,365
10,88;901,1;3,0933;1,19697712;3,70729;9,58060097;1,43
