icp;tc;ois;usd_loc;libor;inflation;real
3,98;465,75;0,223;0,045353866;0,78094;3,839796567;1,33
3,98;488;0,2295;0,045190351;0,78094;3,966017669;1,34
3,98;494,85;0,2565;0,050010414;0,78094;4,005387958;1,17
3,98;495,53;0,26;0,050519067;0,78525;4,041345421;1,15
3,98;497,63;0,229;0,042735864;0,7855;4,209099382;1,07
3,98;498,78;0,2155;0,040139703;0,784;4,209099382;0,9
4,375;496,35;0,2255;0,041894711;0,78388;4,219266288;1,325
4,467;490,65;0,2225;0,041330498;0,78375;4,219266288;1,317
4,438;490,05;0,215;0,039228388;0,78375;4,295518089;1,118
4,395;489,55;0,217;0,038379021;0,78219;4,422604423;0,975
4,395;491,4;0,215;0,03768717;0,77969;4,448021689;0,795
4,498;490,25;0,215;0,039344559;0,77906;4,257206208;0,828
4,498;492,15;0,206;0,038444573;0,78031;4,181184669;0,798
4,498;494,45;0,22;0,041561082;0,78031;4,130503643;0,798
4,498;493,15;0,2165;0,040667164;0,78063;4,155844156;0,768
4,498;492,15;0,2185;0,040321551;0,78094;4,231865695;0,738
4,728;492,7;0,214;0,039256064;0,78094;4,257206208;0,968
4,788;489,36;0,2155;0,039546916;0,78125;4,257206208;0,978
4,788;485,3;0,197;0,035517692;0,78125;4,333227748;0,948
4,788;484,35;0,194;0,035154639;0,78063;4,307887235;0,928
4,74;483,27;0,2005;0,036576513;0,78125;4,282546722;0,86
4,74;479,88;0,212;0,037551613;0,7855;4,4345898;0,82
4,74;480,96;0,229;0,041060492;0,78605;4,383908774;0,84
4,74;479,7;0,239;0,042992546;0,7886;4,383908774;0,83
4,74;479,1;0,2515;0,044874359;0,79125;4,4345898;0,84
4,775;479,1;0,256;0,044741216;0,79275;4,535951853;0,865
4,753;479,21;0,2775;0,047210635;0,79325;4,662654419;0,763
4,753;476,5;0,266;0,046595128;0,799;4,561292366;0,783
4,753;474,05;0,269;0,047002688;0,797;4,561292366;0,703
4,753;472,81;0,269;0,046457011;0,7965;4,611973392;0,673
4,753;469,45;0,2695;0,046347143;0,7975;4,637313906;0,643
4,65;472,55;0,272;0,046850398;0,79875;4,637313906;0,58
4,65;474,05;0,262;0,044584199;0,79775;4,687994932;0,61
4,693;469,85;0,2405;0,040603491;0,79575;4,713335445;0,653
4,693;468,73;0,231;0,038962854;0,795;4,713335445;0,643
4,693;468,25;0,222;0,039078967;0,793;4,504878599;0,603
4,693;471,6;0,225;0,040343614;0,79275;4,421238789;0,633
4,693;476,26;0,2165;0,038213403;0,79375;4,497031454;0,603
4,693;478,62;0,215;0,037408798;0,79125;4,547559897;0,603
4,693;474,8;0,2123;0,037226775;0,79225;4,518110302;0,563
4,693;475,85;0,206;0,034658835;0,79025;4,696969697;0,483
4,884;476,1;0,2025;0,033643544;0,78875;4,747474747;0,634
4,884;476,83;0,213;0,034802711;0,78625;4,81201742;0,594
4,985;473,25;0,234;0,038812032;0,78725;4,746376049;0,635
5,055;474,05;0,21;0,034297625;0,792;4,849315345;0,675
5,055;473,85;0,213;0,034596764;0,7865;4,842201367;0,645
5,055;475,26;0,224;0,035870252;0,7845;4,898989899;0,625
5,055;477,83;0,2155;0,040647316;0,7855;4,164487749;0,495
5,12;481,75;0,206;0,040085569;0,7855;4,03668958;0,56
5,12;478,95;0,2095;0,041259301;0,78;3,960561497;0,5
5,12;481,13;0,203;0,039973301;0,7775;3,948448034;0,54
4,97;483,55;0,1995;0,039089256;0,7685;3,922196713;0,39
5,013;486,07;0,194;0,038139279;0,7715;3,924326965;0,453
5,013;486,5;0,205;0,040098419;0,7725;3,949345206;0,393
5,325;481,35;0,21;0,0421212;0,7705;3,841414756;0,735
5,325;480,85;0,223;0,044820925;0,772;3,84097381;0,835
5,325;481,54;0,23;0,046231997;0,7745;3,85306736;0,835
5,325;481,76;0,228;0,045639828;0,7745;3,869120646;0,865
5,325;479,8;0,243;0,04914697;0,7755;3,834346219;0,875
5,325;478,97;0,254;0,05245468;0,7765;3,760026738;0,885
5,325;480,45;0,259;0,054066682;0,7795;3,734101873;0,915
5,325;482,05;0,262;0,054643699;0,7795;3,737466578;0,935
5,325;481,93;0,254;0,054511901;0,782;3,643754786;0,915
5,325;477,45;0,268;0,05799489;0,7825;3,616008208;0,945
5,325;475,85;0,2485;0,052956263;0,78525;3,684826203;0,975
5,325;474,83;0,2305;0,046733612;0,781;3,852056222;1,015
5,595;473,31;0,2635;0,054895183;0,77775;3,733244248;1,305
5,595;473,9;0,262;0,05390674;0,77825;3,782486171;1,315
5,595;472,05;0,2475;0,050096284;0,77775;3,842463182;1,265
5,595;469,91;0,2505;0,048465665;0,77725;4,017300175;1,145
5,595;472,01;0,2625;0,04934895;0,774;4,117108875;1,185
5,595;473,86;0,2355;0,044995246;0,7725;4,043177139;1,135
5,595;472,16;0,234;0,043046256;0,7715;4,193883919;1,145
5,595;472,8;0,256;0,046295813;0,765;4,230188161;1,115
5,595;471,05;0,2255;0,040750444;0,765;4,233266733;1,115
5,595;475,45;0,222;0,041090868;0,76275;4,120879121;1,185
5,595;473,48;0,218;0,039616958;0,7625;4,195804196;1,225
5,595;469,26;0,2235;0,040552133;0,763;4,205216566;1,235
5,595;467,24;0,226;0,041423106;0,762;4,157389875;1,245
5,595;467,24;0,228;0,041789682;0,762;4,157389875;1,245
5,595;467,65;0,224;0,040699267;0,762;4,193883919;1,225
5,595;462,67;0,217;0,039427415;0,762;4,193883919;1,315
5,595;462,33;0,22;0,041343063;0,7625;4,057512641;1,355
5,595;460,83;0,2165;0,04114256;0,761;4,004527146;1,385
5,595;460,45;0,21;0,040010764;0,761;3,994175161;1,465
5,595;462,46;0,2085;0,039522814;0,761;4,014605374;1,535
5,595;461,17;0,211;0,040167408;0,75775;3,980472213;1,555
5,595;465,83;0,1945;0,037653256;0,75625;3,90645164;1,615
5,595;468,77;0,1995;0,037301775;0,752;4,021899786;1,665
5,595;467,97;0,191;0,036378183;0,749;3,932549312;1,695
5,595;467,4;0,1835;0,034809224;0,7465;3,935242839;1,765
5,595;464,83;0,1945;0,036739215;0,7435;3,936141502;1,815
5,493;468,2;0,1855;0,036204568;0,7425;3,804319713;1,713
5,46;466,35;0,186;0,037108963;0,738;3,699052403;1,74
5,585;467,56;0,187;0,038841229;0,738;3,553080144;1,865
5,59;471,44;0,182;0,03864795;0,7355;3,463598987;1,89
5,6;473,97;0,18;0,038223247;0,7355;3,463598987;1,92
5,63;469,25;0,194;0,041658116;0,73475;3,421698148;1,94
5,65;467,95;0,181;0,038703925;0,737;3,446601337;1,97
5,625;466,8;0,177;0,037013618;0,733;3,505223444;1,985
5,61;473,24;0,182;0,037976428;0,7305;3,500882149;1,98
5,64;471,95;0,19;0,039960896;0,73175;3,479213752;2,03
5,64;471,45;0,1835;0,0385199;0,73125;3,483507863;2,06
5,67;469,49;0,176;0,036389472;0,73125;3,536737235;2,09
5,66;466,9;0,169;0,034374395;0,7295;3,586550436;2,04
5,66;467,43;0,169;0,034556295;0,7295;3,567671233;2,02
5,66;465,13;0,178;0,036975302;0,7295;3,511830635;2,05
5,583;468,35;0,172;0,036127481;0,7295;3,473090195;2,003
5,577;466,06;0,183;0,038530022;0,72725;3,454105177;2,037
5,573;467,85;0,174;0,036372674;0,72725;3,47902657;2,123
5,553;468,45;0,175;0,03731039;0,725;3,40052731;2,103
5,56;466,53;0,18;0,038401028;0,725;3,398346503;2,12
5,613;467,38;0,1775;0,035359117;0,72175;3,623128464;2,153
5,623;466,61;0,179;0,034627689;0,7225;3,734800232;2,143
5,633;467,67;0,176;0,034630336;0,7225;3,671925073;2,183
5,645;467,8;0,172;0,032958466;0,72025;3,758761139;2,195
5,65;466,15;0,186;0,036138823;0,72025;3,706996729;2,25
5,675;468,75;0,177;0,034295486;0,72125;3,722392257;2,235
5,687;471,5;0,168;0,033405957;0,72725;3,657371605;2,237
5,713;472,1;0,1815;0,035714362;0,72775;3,698417623;2,223
5,71;472,25;0,18;0,035658521;0,72775;3,673596029;2,28
5,72;471,6;0,183;0,036507752;0,72775;3,647944412;2,35
5,73;472,49;0,181;0,03678505;0,72625;3,573496567;2,38
5,715;474,4;0,1675;0,035562294;0,72725;3,425380081;2,365
5,71;473,9;0,165;0,035103769;0,72875;3,425380081;2,44
5,71;473,02;0,178;0,038064389;0,7325;3,425380081;2,44
5,72;472,93;0,201;0,04312952;0,735;3,425380081;2,42
5,743;469,73;0,191;0,040398291;0,735;3,47502327;2,543
5,727;467,22;0,195;0,04086824;0,7335;3,499844865;2,527
5,72;465,28;0,199;0,041734993;0,734;3,499844865;2,52
5,72;465,65;0,195;0,040923957;0,7345;3,499844865;2,52
5,725;464,56;0,185;0,038967893;0,7345;3,487037363;2,545
5,73;463,95;0,18;0,038997853;0,735;3,392494489;2,56
5,74;461,02;0,186;0,040215894;0,73525;3,400558486;2,57
5,73;462,84;0,159;0,03338105;0,73575;3,504510756;2,58
5,695;467,34;0,142;0,031322086;0,73475;3,331020125;2,585
5,673;466,79;0,163;0,035112002;0,7405;3,437613678;2,593
5,64;462,95;0,1545;0,033656223;0,7425;3,408470736;2,55
5,625;462,11;0,149;0,032817299;0,743;3,373434206;2,545
5,61;462,52;0,156;0,034621105;0,7435;3,350153032;2,53
5,59;463,55;0,151;0,034396192;0,7485;3,285930559;2,54
5,6;462,35;0,167;0,037251612;0,74975;3,361149841;2,58
5,563;462,85;0,167;0,038644109;0,75125;3,246516861;2,553
5,58;461,15;0,1735;0,039508596;0,75175;3,301272107;2,57
5,589;461,57;0,17;0,0373897;0,75225;3,420260118;2,629
5,618;462,57;0,173;0,037283153;0,75425;3,499844865;2,628
5,635;457,68;0,174;0,038007009;0,75475;3,455323233;2,675
5,635;456,6;0,1775;0,039605712;0,756;3,388147688;2,675
5,605;456,38;0,183;0,041319104;0,75775;3,356032336;2,665
5,565;457,79;0,166;0,037024162;0,76025;3,408625419;2,645
5,52;456,85;0,1725;0,038816179;0,75944;3,37496898;2,59
5,467;458,83;0,1545;0,035236062;0,76306;3,345798723;2,527
5,461;458,51;0,151;0,035445715;0,765;3,258927094;2,561
5,357;462,73;0,1025;0,025410661;0,76611;3,090288551;2,497
5,293;465,17;0,103;0,027149058;0,76472;2,901248356;2,453
5,08;472,52;0,1;0,027602972;0,76667;2,777490752;2,41
5,083;472,97;0,09;0,025060511;0,76994;2,76509124;2,493
4,897;473,51;0,08;0,024479907;0,76661;2,505270991;2,307
4,95;471,15;0,0855;0,025276191;0,76961;2,603305785;2,48
5,055;470,73;0,087;0,024009674;0,77283;2,800379993;2,655
5,055;472,04;0,09;0,024901871;0,77483;2,800379993;2,655
5,067;472,11;0,087;0,02454064;0,77594;2,750815745;2,677
5,102;466,71;0,0925;0,025015454;0,77761;2,875379562;2,632
4,92;470,41;0,075;0,019823038;0,78017;2,95175493;2,4
4,75;468,39;0,083;0,023526149;0,78439;2,767319511;2,19
4,84;467,67;0,0845;0,024200133;0,78817;2,752066116;2,3
4,78;467,34;0,088;0,025518289;0,79233;2,732355603;2,26
4,84;467,06;0,082;0,024240183;0,79456;2,687847656;2,3
4,82;467,06;0,078;0,023589603;0,79789;2,63825637;2,26
4,82;466,06;0,079;0,022968662;0,79589;2,737438941;2,36
4,84;465,15;0,0825;0,023559459;0,79589;2,787030226;2,32
4,84;464,7;0,0795;0,022802511;0,79811;2,782577066;2,27
4,915;460,85;0,089;0,025587791;0,8;2,782577066;2,345
4,925;459,45;0,083;0,023927499;0,80217;2,782577066;2,335
4,925;460,06;0,0935;0,027685568;0,80322;2,712643298;2,355
4,925;462,93;0,089;0,02684415;0,80706;2,675753925;2,405
4,638;463,9;0,086;0,026879879;0,81417;2,604871063;2,208
4,699;463,09;0,088;0,027402427;0,81539;2,618538892;2,249
4,711;462,79;0,0845;0,031723316;0,81844;2,180042582;2,201
4,72;469,45;0,083;0,028803765;0,82133;2,366718028;2,14
4,635;476,05;0,085;0,030238673;0,828;2,327483121;2,025
4,61;475,25;0,0825;0,028838624;0,83083;2,376794204;2,01
4,585;478,95;0,0705;0,02537519;0,83411;2,317411402;2,025
4,635;478,14;0,0695;0,024798791;0,8355;2,341535554;2,075
4,685;480,38;0,065;0,022936135;0,83494;2,366183297;2,115
4,685;481,05;0,064;0,022605992;0,83578;2,366183297;2,115
4,67;489,86;0,0705;0,024793033;0,83744;2,381294757;2,1
4,72;500,07;0,0945;0,032349032;0,83856;2,449653541;2,14
4,64;521,06;0,0855;0,030315648;0,84494;2,383005988;2,03
4,55;517,36;0,0925;0,032796739;0,8475;2,390290983;1,91
4,495;512,25;0,092;0,033408756;0,85011;2,341006633;1,865
4,525;505,6;0,091;0,032021856;0,85156;2,419970921;1,865
4,49;512,86;0,099;0,035700286;0,85489;2,370684344;1,82
4,44;512,78;0,106;0,03811437;0,85967;2,39083104;1,78
4,44;519,75;0,112;0,041809396;0,86489;2,316887812;1,79
4,25;525,26;0,117;0,044828653;0,86883;2,267592326;1,61
4,05;534,8;0,106;0,041435484;0,875;2,23841963;1,36
4,07;530,75;0,112;0,045421719;0,8825;2,176051522;1,33
4,205;520,1;0,1188;0,047118527;0,8885;2,240176125;1,485
4,265;518,5;0,122;0,05678806;0,89267;1,917757699;1,495
4,265;517,05;0,125;0,058401538;0,896;1,917757699;1,495
4,35;509,38;0,121;0,045719391;0,90133;2,38544143;1,58
4,45;499,2;0,114;0,044292111;0,904;2,326734906;1,7
4,39;505,07;0,113;0,044008971;0,90617;2,326734906;1,66
4,43;499,76;0,11;0,043723968;0,9095;2,288104318;1,77
4,425;504,01;0,116;0,045700923;0,91094;2,312186123;1,835
4,49;510,92;0,114;0,044001229;0,91317;2,365874353;1,99
4,555;511,51;0,117;0,044357626;0,91561;2,41506093;2,105
4,46;519,17;0,113;0,04170734;0,91861;2,488840795;2,04
4,495;513,15;0,113;0,041908839;0,92139;2,484370196;2,065
4,55;505,18;0,114;0,041173743;0,92394;2,55816337;2,19
4,52;502,26;0,108;0,03833783;0,92556;2,607358819;2,18
4,55;501,11;0,115;0,040667197;0,92717;2,621880982;2,22
4,73;489,9;0,115;0,039590265;0,93128;2,705139766;2,36
4,805;491,15;0,117;0,03966854;0,93372;2,753951634;2,435
4,805;490,2;0,111;0,037710434;0,93561;2,753951634;2,435
4,805;489,95;0,107;0,036511186;0,93972;2,753951634;2,435
4,76;501,8;0,104;0,034930317;0,94161;2,803508484;2,38
4,77;494,62;0,105;0,034786716;0,94489;2,852049911;2,34
4,73;496,59;0,106;0,0355711;0,94883;2,827463274;2,28
4,66;499,95;0,103;0,034003304;0,95372;2,888929867;2,18
4,73;497,66;0,103;0,032759756;0,95861;3,013967165;2,09
4,675;499,72;0,102;0,03373821;0,9645;2,915951973;1,995
4,64;502;0,099;0,033151287;0,97644;2,915951973;1,95
4,695;497,97;0,1;0,034520319;0,98144;2,843079185;1,975
4,67;502,5;0,099;0,03460506;0,98522;2,818569882;1,98
4,61;509,56;0,1015;0,036285461;0,99189;2,774577808;1,92
4,62;510,45;0,1045;0,037355774;0,997;2,789033397;1,95
4,58;510,25;0,114;0,041341653;1,00756;2,778356262;1,97
4,6;510,89;0,119;0,044791717;1,01811;2,704854773;2,05
4,51;518,51;0,1155;0,044206953;1,02589;2,680354277;2,02
4,42;518,42;0,1145;0,045002771;1,03422;2,631353285;1,87
4,32;524,95;0,12;0,048583672;1,04144;2,572321009;1,77
4,3;523,15;0,123;0,048388545;1,04656;2,660275908;1,8
4,33;527,1;0,1345;0,053468037;1,05156;2,645221864;1,82
4,35;522,79;0,124;0,048806398;1,06044;2,694207454;1,82
4,295;524,75;0,129;0,052471658;1,066;2,620729069;1,785
4,34;515,75;0,124;0,050688665;1,07106;2,620140802;1,81
4,35;515,44;0,122;0,050053938;1,06494;2,595653505;1,83
4,36;514,45;0,117;0,046857123;1,06517;2,659678683;1,82
4,36;513,55;0,124;0,050350393;1,074;2,644984326;1,88
4,33;512,15;0,123;0,051125738;1,0789;2,595653505;1,91
4,4;508,06;0,121;0,04905178;1,08115;2,666960277;1,88
4,4;508,5;0,119;0,048285627;1,08215;2,666960277;1,88
4,4;509,95;0,121;0,049616991;1,0849;2,645724742;1,81
4,38;514,53;0,118;0,047194141;1,0874;2,718837485;1,82
4,38;515,5;0,122;0,049797277;1,0934;2,67875692;1,85
4,345;521,35;0,121;0,050211945;1,09915;2,648715349;1,785
4,33;518,5;0,117;0,049480483;1,10585;2,61485826;1,81
4,33;517,6;0,117;0,050184232;1,11035;2,588680628;1,83
4,34;520,75;0,123;0,053204733;1,11435;2,576181513;1,85
4,33;519,2;0,121;0,053326821;1,11885;2,53870095;1,86
4,32;523,05;0,123;0,054232501;1,1191;2,538133008;1,92
4,33;519,94;0,123;0,053823999;1,12135;2,562538133;1,94
4,35;520,1;0,13;0,056186021;1,1231;2,598564486;2,08
4,35;519,95;0,1225;0,051259922;1,1231;2,683963319;1,98
4,33;521,44;0,126;0,052712699;1,1231;2,684563758;2,01
4,27;521,75;0,121;0,050799018;1,1269;2,684203463;1,94
4,33;520,25;0,12;0,049700913;1,12805;2,723611959;1,98
4,33;519,55;0,112;0,047062246;1,12805;2,684563758;1,93
4,38;518,65;0,1125;0,047207664;1,12805;2,688241991;1,98
4,44;512,25;0,113;0,046530403;1,13005;2,744348675;1,98
4,48;511,24;0,111;0,04553705;1,13035;2,755313529;1,98
4,51;510,17;0,108;0,044316222;1,13035;2,754697816;1,98
4,65;510,93;0,105;0,041798193;1,13035;2,839518657;1,85
4,63;513,47;0,103;0,041197545;1,12825;2,82079308;1,78
4,66;508,23;0,103;0,041225677;1,12605;2,813371599;1,32
4,65;506,07;0,0975;0,038868889;1,12435;2,820356522;1,79
4,65;499,89;0,097;0,038797301;1,11945;2,798819677;1,84
4,48;503,46;0,0965;0,038928079;1,11395;2,761404573;1,64
4,48;499,25;0,097;0,039673634;1,11175;2,718171706;1,7
4,48;497,6;0,0975;0,039608557;1,11015;2,73273334;1,74
4,45;495,8;0,099;0,039838555;1,11005;2,758507433;1,81
4,48;490,57;0,101;0,038505291;1,11005;2,911679068;1,8
4,51;492,25;0,1055;0,039884876;1,10995;2,93594306;1,92
4,51;488,16;0,107;0,040315088;1,10995;2,945910749;1,88
4,51;492,75;0,1055;0,039486736;1,10845;2,96153815;1,89
4,5;492,4;0,104;0,038113006;1,10795;3,023293433;1,88
4,46;486,65;0,099;0,03578876;1,1017;3,047557425;1,85
4,49;484,55;0,1045;0,037576659;1,0992;3,056855078;1,85
4,48;490,35;0,105;0,037512679;1,09745;3,071821417;1,85
4,52;491,55;0,101;0,035721913;1,0957;3,097978001;1,88
4,57;487,04;0,117;0,040030545;1,0907;3,187863153;1,89
4,63;480,15;0,1195;0,040061343;1,0865;3,240948511;1,85
4,68;478,86;0,122;0,040989422;1,084;3,226393353;1,85
4,69;480,05;0,1315;0,043486161;1,08275;3,274182465;1,88
4,73;478,55;0,1335;0,044131099;1,0802;3,267688879;1,86
4,71;477,78;0,1335;0,042531431;1,07625;3,378192804;1,81
4,75;475,35;0,1375;0,043288266;1,0725;3,406667959;1,84
4,7;478,8;0,141;0,045012771;1,0698;3,351088963;1,21
4,73;479,8;0,149;0,047864791;1,0678;3,323992344;1,83
4,68;484,65;0,145;0,046465641;1,06755;3,331380905;1,79
4,8;485,5;0,136;0,043973473;1,06555;3,295505028;1,92
4,8;484,95;0,1475;0,047181763;1,06605;3,332693958;1,9
4,8;484,54;0,135;0,043028153;1,06605;3,344711276;1,87
4,85;482,35;0,134;0,042046708;1,06605;3,397428907;1,9
4,89;481,5;0,134;0,04217076;1,06605;3,38743483;1,96
4,865;483,25;0,136;0,043453865;1,06605;3,336476508;1,905
4,89;480,77;0,14;0,045191382;1,06605;3,302554452;1,84
4,91;480,41;0,143;0,045314051;1,06605;3,364191611;1,87
4,92;479,68;0,144;0,045326109;1,06615;3,387133898;1,96
4,98;476,83;0,138;0,043064783;1,06305;3,406516639;2,02
4,945;479,48;0,139;0,043745895;1,0598;3,367452002;1,865
4,93;481,68;0,136;0,0419327;1,05915;3,435132996;1,81
4,97;483,85;0,135;0,04060997;1,0552;3,507808589;1,88
5,01;485,5;0,1355;0,039324504;1,0544;3,633134184;1,89
4,98;491,25;0,139;0,040448128;1,0544;3,623445826;1,79
4,99;489,73;0,144;0,041961462;1,0554;3,62183755;1,67
5,11;484,45;0,149;0,048851569;1,0554;3,219028678;1,65
5,11;483,21;0,151;0,050899545;1,0554;3,130978882;1,6
5,09;485,45;0,156;0,053834792;1,0564;3,061187654;1,48
5,12;483,1;0,161;0,055660753;1,0566;3,056239622;1,48
5,28;486,5;0,168;0,057562884;1,0567;3,084028964;1,66
5,26;482,25;0,1685;0,057632273;1,0537;3,080712254;1,68
5,33;482,55;0,166;0,05739769;1,0531;3,045673067;1,74
5,31;483,28;0,173;0,058775592;1,0531;3,099693159;1,69
5,3;484,4;0,182;0,063597202;1,0531;3,013720613;1,64
5,23;485,1;0,1715;0,062241405;1,0531;2,901712315;1,57
5,16;488,8;0,165;0,061827902;1,0531;2,810405881;1,61
5,19;489,05;0,166;0,061823224;1,0521;2,824967515;1,71
5,24;486,3;0,161;0,058149065;1,0515;2,911336568;1,77
5,26;486,23;0,1545;0,055464007;1,05;2,924869812;1,84
5,25;489,29;0,156;0,056571009;1,048;2,889960804;1,78
5,27;489,82;0,1565;0,055320322;1,0475;2,963354941;1,76
5,365;488,35;0,155;0,05336954;1,0485;3,04513584;1,825
5,4;483,25;0,1565;0,053352933;1,0497;3,079081888;1,84
5,43;481,55;0,174;0,057329889;1,0497;3,18590885;1,84
5,4;484,04;0,173;0,058032234;1,0497;3,129262617;1,85
5,39;484,92;0,173;0,055722746;1,0507;3,262062837;1,94
5,39;484,2;0,173;0,055722746;1,0507;3,262062837;1,94
5,32;485,01;0,175;0,048836222;1,0507;3,765084473;2,32
5,26;489,05;0,166;0,046334893;1,0507;3,764251674;2,12
5,28;486,88;0,165;0,046599567;1,0507;3,720324262;2,02
5,3;481,89;0,16;0,045044295;1,0492;3,726820443;2,06
5,24;484,95;0,156;0,045185053;1,0487;3,620604399;2
5,21;488,75;0,153;0,045309379;1,0502;3,546298902;1,99
5,23;484,45;0,152;0,04451056;1,0482;3,579519072;2,01
5,17;488,66;0,151;0,04649706;1,0472;3,400799952;1,91
5,18;488,29;0,147;0,044771318;1,0472;3,438326328;1,97
5,23;486,25;0,15;0,044334815;1,0477;3,544731131;2,08
5,21;488,6;0,145;0,042672395;1,0477;3,560065043;2,09
5,23;487,75;0,1505;0,043553311;1,0477;3,620364247;2,09
5,23;486,45;0,151;0,044656033;1,0472;3,541004169;2,14
5,22;485,1;0,153;0,047404036;1,0472;3,379914718;2,13
5,23;483,35;0,148;0,044613968;1,0472;3,473925455;2,18
5,2;485,05;0,148;0,045098544;1,0472;3,436598772;2,22
5,2;485;0,155;0,047231583;1,0472;3,436598772;2,22
5,15;484,31;0,155;0,045704304;1,0472;3,551437946;2,13
5,16;482,15;0,15;0,04460875;1,0492;3,528007427;2,16
5,12;483,24;0,153;0,04687877;1,0492;3,424313429;2,08
5,17;482,22;0,1575;0,048681753;1,0492;3,394475138;2,11
5,135;485,67;0,1615;0,052246834;1,0492;3,243178315;2,125
5,14;488,32;0,1605;0,053405442;1,0527;3,163691614;2,42
5,14;486,25;0,162;0,054085537;1,0547;3,159095914;2,34
5,14;487;0,165;0,055164302;1,0557;3,157667075;2,21
5,07;492,41;0,1665;0,05840019;1,05895;3,019085621;2,18
4,99;499,35;0,168;0,059835477;1,06145;2,980231929;2,17
4,86;500,89;0,1713;0,062785948;1,06795;2,913706682;2,03
4,84;504,75;0,176;0,062433881;1,06795;3,010532053;2,03
4,84;506,11;0,1795;0,062820676;1,06895;3,054353054;2,07
4,84;505,83;0,1775;0,062135253;1,0692;3,054353054;2,07
4,89;505,63;0,1775;0,059869721;1,0692;3,169932938;2,14
4,82;508,45;0,172;0,059466066;1,0692;3,09256038;2,11
4,78;508,81;0,171;0,059283879;1,0692;3,084028964;2,05
4,72;509,56;0,177;0,062128585;1,0692;3,046076112;2,01
4,72;512,54;0,171;0,059347704;1,0692;3,080712254;1,99
4,74;512,49;0,173;0,06033791;1,0692;3,065595072;2,04
4,67;517,55;0,17;0,059760667;1,0692;3,041532316;1,96
4,66;516,38;0,1675;0,05954131;1,0692;3,007844458;1,92
4,64;518,49;0,16;0,056934972;1,0707;3,008906363;1,86
4,69;515,38;0,164;0,057706879;1,0707;3,042874682;1,91
4,71;512,32;0,162;0,057806199;1,0707;3,000602047;1,95
4,82;506,65;0,1625;0,05671273;1,0707;3,067895859;2,08
4,81;500,49;0,1645;0,056445674;1,0697;3,117433779;2,06
4,77;502,2;0,1635;0,059265489;1,0702;2,95243829;2,07
4,755;503,61;0,169;0,054968605;1,0702;3,290310926;1,945
4,73;504,1;0,176;0,059344834;1,0707;3,175393511;2,02
4,72;502,23;0,175;0,058462333;1,0707;3,20501235;2,04
4,69;501,23;0,1735;0,059407398;1,0712;3,128452123;2
4,75;499,95;0,163;0,054532435;1,0695;3,196785535;2,08
4,77;499,63;0,164;0,055023272;1,0695;3,187705712;2,11
4,81;495,05;0,17;0,057306495;1,0695;3,172677047;2,17
4,8;495,45;0,178;0,062891598;1,0685;3,024140065;2,21
4,73;502,25;0,18;0,067562704;1,0685;2,846688915;2,16
4,69;503,17;0,1825;0,069682128;1,0685;2,79843995;2,22
4,61;508,78;0,1835;0,072646291;1,066;2,692649501;2,2
4,6;508,64;0,1825;0,072318176;1,067;2,692649501;2,22
4,63;505,95;0,1825;0,069857802;1,0675;2,788790157;2,29
4,63;509,48;0,1825;0,070928958;1,068;2,747960843;2,22
4,74;501,07;0,184;0,069974479;1,068;2,808338159;2,3
4,74;500,55;0,183;0,069691928;1,0695;2,808338159;2,3
4,77;494,67;0,187;0,069951659;1,0695;2,859067285;2,42
4,74;496,85;0,186;0,07073292;1,0695;2,812367982;2,39
4,705;495,55;0,1795;0,0733715;1,0695;2,616482553;2,405
4,62;498,45;0,169;0,061727327;1,0695;2,928127773;2,52
4,585;494,44;0,164;0,060594192;1,0695;2,894633875;2,545
4,57;493,06;0,165;0,064475707;1,0695;2,736961085;2,65
4,61;492,1;0,162;0,063896991;1,0695;2,711536134;2,35
4,56;493,85;0,158;0,064337293;1,0685;2,62403021;2,69
4,57;490,65;0,14;0,057419502;1,067;2,60155512;2,65
4,57;490;0,143;0,058594953;1,066;2,60155512;2,65
4,6;489,72;0,147;0,05990466;1,066;2,615856612;2,83
4,68;487,67;0,137;0,05436476;1,066;2,68633578;2,88
4,68;485,35;0,135;0,053272181;1,0645;2,697608718;2,88
4,65;489,03;0,132;0,05177348;1,064;2,712740191;2,87
4,62;492,6;0,133;0,05276935;1,063;2,679187846;2,84
4,63;494,71;0,137;0,054392518;1,0615;2,673630592;2,82
4,64;491,65;0,133;0,052706588;1,0615;2,678593052;2,79
4,66;485,75;0,137;0,054543724;1,0605;2,663706992;2,79
4,74;483,8;0,139;0,054551422;1,0605;2,702211891;2,77
4,83;482,6;0,128;0,049168175;1,0585;2,755603626;2,84
4,79;482,4;0,131;0,050168803;1,0535;2,750882857;2,79
4,77;483,45;0,138;0,052523502;1,047;2,750882857;2,74
4,73;484,35;0,134;0,051793555;1,0482;2,711897238;2,73
4,85;481,15;0,139;0,050569982;1,0462;2,875654566;2,92
4,88;477,89;0,138;0,047897702;1,0472;3,017130137;2,89
4,92;477,77;0,141;0,047710293;1,0472;3,094829046;2,79
4,91;476,35;0,1455;0,050911814;1,0465;2,990774426;2,63
4,87;474,98;0,145;0,050905557;1,0465;2,980863148;2,36
4,86;479,1;0,145;0,051542325;1,0465;2,944036778;1,88
4,86;481,86;0,142;0,048782707;1,046;3,044767484;2,3
4,89;482,93;0,144;0,046563805;1,046;3,23478722;2,28
