icp_vol;real_vol;infla_vol;tc_vol;libor_vol;usd_loc_vol;ois_vol;uf_spot;tc_spot
0,01322896;0,099469864;0,0078251;0,001;0,007677781;0,004863796;0,009874199;33504,3;891,95
