NombreIndice;Fecha;Valor
Libor1M;25-06-2020;0,001836
Libor1M;24-06-2020;0,001795
Libor1M;23-06-2020;0,001845
Libor1M;22-06-2020;0,001848
Libor1M;19-06-2020;0,0019
Libor1M;18-06-2020;0,0019
Libor1M;17-06-2020;0,00194
Libor1M;16-06-2020;0,00194
Libor1M;15-06-2020;0,00194
Libor1M;12-06-2020;0,00195
Libor1M;11-06-2020;0,00185
Libor1M;10-06-2020;0,00191
Libor1M;09-06-2020;0,00188
Libor1M;08-06-2020;0,00177
Libor1M;05-06-2020;0,0018
Libor1M;04-06-2020;0,00175
Libor1M;03-06-2020;0,00174
Libor1M;02-06-2020;0,00179
Libor1M;01-06-2020;0,00178
Libor1M;29-05-2020;0,00183
Libor1M;28-05-2020;0,00173
Libor1M;27-05-2020;0,00174
Libor1M;26-05-2020;0,0017
Libor1M;25-05-2020;0,00174
Libor1M;22-05-2020;0,00174
Libor1M;20-05-2020;0,00173
Libor1M;19-05-2020;0,00171
Libor1M;18-05-2020;0,00171
Libor1M;15-05-2020;0,00172
Libor1M;14-05-2020;0,00182
Libor1M;13-05-2020;0,00184
Libor1M;12-05-2020;0,00184
Libor1M;11-05-2020;0,00191
Libor1M;08-05-2020;0,00198
Libor1M;07-05-2020;0,00198
Libor1M;06-05-2020;0,00222
Libor1M;05-05-2020;0,00247
Libor1M;04-05-2020;0,00263
Libor1M;30-04-2020;0,0033
Libor1M;29-04-2020;0,0037
Libor1M;28-04-2020;0,00404
Libor1M;27-04-2020;0,00438
Libor1M;24-04-2020;0,00441
Libor1M;23-04-2020;0,00487
Libor1M;22-04-2020;0,0057
Libor1M;21-04-2020;0,00625
Libor1M;20-04-2020;0,00667
Libor1M;17-04-2020;0,00673
Libor1M;16-04-2020;0,00718
Libor1M;15-04-2020;0,00751
Libor1M;14-04-2020;0,00794
Libor1M;13-04-2020;0,00814
Libor1M;09-04-2020;0,00814
Libor1M;08-04-2020;0,00829
Libor1M;07-04-2020;0,00864
Libor1M;06-04-2020;0,00921
Libor1M;03-04-2020;0,00985
Libor1M;02-04-2020;0,00982
Libor1M;01-04-2020;0,01016
Libor1M;31-03-2020;0,00993
Libor1M;30-03-2020;0,00985
Libor1M;27-03-2020;0,00989
Libor1M;26-03-2020;0,00941
Libor1M;25-03-2020;0,00959
Libor1M;24-03-2020;0,00925
Libor1M;23-03-2020;0,00947
Libor1M;20-03-2020;0,00929
Libor1M;19-03-2020;0,00924
Libor1M;18-03-2020;0,00773
Libor1M;17-03-2020;0,0075
Libor1M;16-03-2020;0,00612
Libor1M;13-03-2020;0,008
Libor1M;12-03-2020;0,00705
Libor1M;11-03-2020;0,00797
Libor1M;10-03-2020;0,00811
Libor1M;09-03-2020;0,00725
Libor1M;06-03-2020;0,00863
Libor1M;05-03-2020;0,01005
Libor1M;04-03-2020;0,01016
Libor1M;03-03-2020;0,01377
Libor1M;02-03-2020;0,01356
Libor1M;28-02-2020;0,01515
Libor1M;27-02-2020;0,01581
Libor1M;26-02-2020;0,01603
Libor1M;25-02-2020;0,01613
Libor1M;24-02-2020;0,01616
Libor1M;21-02-2020;0,01627
Libor1M;20-02-2020;0,01629
Libor1M;19-02-2020;0,01639
Libor1M;18-02-2020;0,01647
Libor1M;17-02-2020;0,01647
Libor1M;14-02-2020;0,01658
Libor1M;13-02-2020;0,01659
Libor1M;12-02-2020;0,0165
Libor1M;11-02-2020;0,01653
Libor1M;10-02-2020;0,01658
Libor1M;07-02-2020;0,01665
Libor1M;06-02-2020;0,01671
Libor1M;05-02-2020;0,0167
Libor1M;04-02-2020;0,01666
Libor1M;03-02-2020;0,01668
Libor1M;31-01-2020;0,01662
Libor1M;30-01-2020;0,01655
Libor1M;29-01-2020;0,01645
Libor1M;28-01-2020;0,0165
Libor1M;27-01-2020;0,01649
Libor1M;24-01-2020;0,0166
Libor1M;23-01-2020;0,01661
Libor1M;22-01-2020;0,01659
Libor1M;21-01-2020;0,0166
Libor1M;20-01-2020;0,01653
Libor1M;17-01-2020;0,01654
Libor1M;16-01-2020;0,01658
Libor1M;15-01-2020;0,01669
Libor1M;14-01-2020;0,0167
Libor1M;13-01-2020;0,01676
Libor1M;10-01-2020;0,01677
Libor1M;09-01-2020;0,01684
Libor1M;08-01-2020;0,01677
Libor1M;07-01-2020;0,01699
Libor1M;06-01-2020;0,01692
Libor1M;03-01-2020;0,01714
Libor1M;02-01-2020;0,01734
Libor1M;30-12-2019;0,01781
Libor1M;27-12-2019;0,01799
Libor1M;26-12-2019;0,01805
Libor1M;24-12-2019;0,01805
Libor1M;23-12-2019;0,01792
Libor1M;20-12-2019;0,0178
Libor1M;19-12-2019;0,01785
Libor1M;18-12-2019;0,01765
Libor1M;17-12-2019;0,01764
Libor1M;16-12-2019;0,01745
Libor1M;13-12-2019;0,01737
Libor1M;12-12-2019;0,0174
Libor1M;11-12-2019;0,01741
Libor1M;10-12-2019;0,01736
Libor1M;09-12-2019;0,01718
Libor1M;06-12-2019;0,01715
Libor1M;05-12-2019;0,0171
Libor1M;04-12-2019;0,01713
Libor1M;03-12-2019;0,01704
Libor1M;02-12-2019;0,01694
Libor1M;29-11-2019;0,01697
Libor1M;28-11-2019;0,01709
Libor1M;27-11-2019;0,01691
Libor1M;26-11-2019;0,01702
Libor1M;25-11-2019;0,017
Libor1M;22-11-2019;0,01703
Libor1M;21-11-2019;0,01708
Libor1M;20-11-2019;0,01716
Libor1M;19-11-2019;0,01722
Libor1M;18-11-2019;0,01724
Libor1M;15-11-2019;0,01733
Libor1M;14-11-2019;0,01763
Libor1M;13-11-2019;0,01765
Libor1M;12-11-2019;0,01762
Libor1M;11-11-2019;0,01763
Libor1M;08-11-2019;0,01759
Libor1M;07-11-2019;0,01758
Libor1M;06-11-2019;0,01755
Libor1M;05-11-2019;0,0177
Libor1M;04-11-2019;0,01771
Libor1M;30-10-2019;0,01781
Libor1M;29-10-2019;0,01786
Libor1M;28-10-2019;0,018
Libor1M;25-10-2019;0,01805
Libor1M;24-10-2019;0,01804
Libor1M;23-10-2019;0,01823
Libor1M;22-10-2019;0,01822
Libor1M;21-10-2019;0,01823
Libor1M;18-10-2019;0,0185
Libor1M;17-10-2019;0,01846
Libor1M;16-10-2019;0,01878
Libor1M;15-10-2019;0,01889
Libor1M;14-10-2019;0,01891
Libor1M;11-10-2019;0,01914
Libor1M;10-10-2019;0,01921
Libor1M;09-10-2019;0,01927
Libor1M;08-10-2019;0,01939
Libor1M;07-10-2019;0,0194
Libor1M;04-10-2019;0,01978
Libor1M;03-10-2019;0,0199
Libor1M;02-10-2019;0,01997
Libor1M;01-10-2019;0,02011
Libor1M;30-09-2019;0,02016
Libor1M;27-09-2019;0,02032
Libor1M;26-09-2019;0,02044
Libor1M;25-09-2019;0,02054
Libor1M;24-09-2019;0,02046
Libor1M;23-09-2019;0,02018
Libor1M;17-09-2019;0,02057
Libor1M;16-09-2019;0,02041
Libor1M;13-09-2019;0,02025
Libor1M;12-09-2019;0,02028
Libor1M;11-09-2019;0,02036
Libor1M;10-09-2019;0,02039
Libor1M;09-09-2019;0,0205
Libor1M;06-09-2019;0,02049
Libor1M;05-09-2019;0,02042
Libor1M;04-09-2019;0,02057
Libor1M;03-09-2019;0,02067
Libor1M;02-09-2019;0,02082
Libor1M;30-08-2019;0,02089
Libor1M;29-08-2019;0,021
Libor1M;28-08-2019;0,02112
Libor1M;27-08-2019;0,02116
Libor1M;26-08-2019;0,0214
Libor1M;23-08-2019;0,0214
Libor1M;22-08-2019;0,02145
Libor1M;21-08-2019;0,02167
Libor1M;20-08-2019;0,0217
Libor1M;19-08-2019;0,02169
Libor1M;16-08-2019;0,02172
Libor1M;14-08-2019;0,02197
Libor1M;13-08-2019;0,02195
Libor1M;12-08-2019;0,02195
Libor1M;09-08-2019;0,02194
Libor1M;08-08-2019;0,02201
Libor1M;07-08-2019;0,02211
Libor1M;06-08-2019;0,02213
Libor1M;05-08-2019;0,02223
Libor1M;02-08-2019;0,02229
Libor1M;01-08-2019;0,02244
Libor1M;31-07-2019;0,02224
Libor1M;30-07-2019;0,0223
Libor1M;29-07-2019;0,02234
Libor1M;26-07-2019;0,02237
Libor1M;25-07-2019;0,02241
Libor1M;24-07-2019;0,02262
Libor1M;23-07-2019;0,02266
Libor1M;22-07-2019;0,02269
Libor1M;19-07-2019;0,02261
Libor1M;18-07-2019;0,02272
Libor1M;17-07-2019;0,02298
Libor1M;15-07-2019;0,02314
Libor1M;12-07-2019;0,02332
Libor1M;11-07-2019;0,02325
Libor1M;10-07-2019;0,02369
Libor1M;09-07-2019;0,02369
Libor1M;08-07-2019;0,02379
Libor1M;05-07-2019;0,02367
Libor1M;04-07-2019;0,02364
Libor1M;03-07-2019;0,0236
Libor1M;02-07-2019;0,0238
Libor1M;01-07-2019;0,02388
Libor1M;28-06-2019;0,02398
Libor1M;27-06-2019;0,02402
Libor1M;26-06-2019;0,02402
Libor1M;25-06-2019;0,02404
Libor1M;24-06-2019;0,02402
Libor1M;21-06-2019;0,02404
Libor1M;20-06-2019;0,02404
Libor1M;19-06-2019;0,02383
Libor1M;18-06-2019;0,02383
Libor1M;17-06-2019;0,0239
Libor1M;14-06-2019;0,02382
Libor1M;13-06-2019;0,02394
Libor1M;12-06-2019;0,02401
Libor1M;11-06-2019;0,02411
Libor1M;10-06-2019;0,02413
Libor1M;07-06-2019;0,02412
Libor1M;06-06-2019;0,02412
Libor1M;05-06-2019;0,02419
Libor1M;04-06-2019;0,02421
Libor1M;03-06-2019;0,0243
Libor1M;31-05-2019;0,02431
Libor1M;30-05-2019;0,0244
Libor1M;29-05-2019;0,02439
Libor1M;28-05-2019;0,02429
Libor1M;27-05-2019;0,02428
Libor1M;24-05-2019;0,02428
Libor1M;23-05-2019;0,0243
Libor1M;22-05-2019;0,02437
Libor1M;20-05-2019;0,02436
Libor1M;17-05-2019;0,02442
Libor1M;16-05-2019;0,02441
Libor1M;15-05-2019;0,02432
Libor1M;14-05-2019;0,02438
Libor1M;13-05-2019;0,0244
Libor1M;10-05-2019;0,02449
Libor1M;09-05-2019;0,02453
Libor1M;08-05-2019;0,02451
Libor1M;07-05-2019;0,02463
Libor1M;06-05-2019;0,02467
Libor1M;03-05-2019;0,02467
Libor1M;02-05-2019;0,02467
Libor1M;30-04-2019;0,02481
Libor1M;29-04-2019;0,02486
Libor1M;26-04-2019;0,02483
Libor1M;25-04-2019;0,02479
Libor1M;24-04-2019;0,02483
Libor1M;23-04-2019;0,02477
Libor1M;22-04-2019;0,02481
Libor1M;18-04-2019;0,02481
Libor1M;17-04-2019;0,02487
Libor1M;16-04-2019;0,0248
Libor1M;15-04-2019;0,02474
Libor1M;12-04-2019;0,02477
Libor1M;11-04-2019;0,02473
Libor1M;10-04-2019;0,02482
Libor1M;09-04-2019;0,02484
Libor1M;08-04-2019;0,02481
Libor1M;05-04-2019;0,02472
Libor1M;04-04-2019;0,02474
Libor1M;03-04-2019;0,02477
Libor1M;02-04-2019;0,02479
Libor1M;01-04-2019;0,02493
Libor1M;29-03-2019;0,02495
Libor1M;28-03-2019;0,02502
Libor1M;27-03-2019;0,02499
Libor1M;26-03-2019;0,02496
Libor1M;25-03-2019;0,0249
Libor1M;22-03-2019;0,02499
Libor1M;21-03-2019;0,02486
Libor1M;20-03-2019;0,02491
Libor1M;19-03-2019;0,02487
Libor1M;18-03-2019;0,02488
Libor1M;15-03-2019;0,02482
Libor1M;14-03-2019;0,02482
Libor1M;13-03-2019;0,02484
Libor1M;12-03-2019;0,02489
Libor1M;11-03-2019;0,02499
Libor1M;08-03-2019;0,02492
Libor1M;07-03-2019;0,02493
Libor1M;06-03-2019;0,02492
Libor1M;05-03-2019;0,02481
Libor1M;04-03-2019;0,02483
Libor1M;01-03-2019;0,02482
Libor1M;28-02-2019;0,0249
Libor1M;27-02-2019;0,02489
Libor1M;26-02-2019;0,02493
Libor1M;25-02-2019;0,02479
Libor1M;22-02-2019;0,02484
Libor1M;21-02-2019;0,0249
Libor1M;20-02-2019;0,02481
Libor1M;19-02-2019;0,02482
Libor1M;18-02-2019;0,02485
Libor1M;15-02-2019;0,0248
Libor1M;14-02-2019;0,02481
Libor1M;13-02-2019;0,02489
Libor1M;12-02-2019;0,02494
Libor1M;11-02-2019;0,02498
Libor1M;08-02-2019;0,02504
Libor1M;07-02-2019;0,02517
Libor1M;06-02-2019;0,02513
Libor1M;05-02-2019;0,02512
Libor1M;04-02-2019;0,02513
Libor1M;01-02-2019;0,02514
Libor1M;31-01-2019;0,02514
Libor1M;30-01-2019;0,02509
Libor1M;29-01-2019;0,02499
Libor1M;28-01-2019;0,02502
Libor1M;25-01-2019;0,025
Libor1M;24-01-2019;0,02502
Libor1M;23-01-2019;0,0251
Libor1M;22-01-2019;0,02519
Libor1M;21-01-2019;0,02512
Libor1M;18-01-2019;0,02506
Libor1M;17-01-2019;0,02503
Libor1M;16-01-2019;0,02513
Libor1M;15-01-2019;0,02508
Libor1M;14-01-2019;0,0251
Libor1M;11-01-2019;0,02509
Libor1M;10-01-2019;0,02514
Libor1M;09-01-2019;0,02519
Libor1M;08-01-2019;0,02516
Libor1M;07-01-2019;0,02511
Libor1M;04-01-2019;0,02521
Libor1M;03-01-2019;0,02513
Libor1M;02-01-2019;0,02507
Libor1M;01-01-2019;0,02503
Libor1M;31-12-2018;0,02503
Libor1M;28-12-2018;0,0252
Libor1M;27-12-2018;0,02522
Libor1M;26-12-2018;0,02506
Libor1M;25-12-2018;0,02506
Libor1M;24-12-2018;0,02506
Libor1M;21-12-2018;0,02506
Libor1M;20-12-2018;0,02504
Libor1M;19-12-2018;0,02479
Libor1M;18-12-2018;0,0247
Libor1M;17-12-2018;0,0247
Libor1M;14-12-2018;0,02455
Libor1M;13-12-2018;0,02455
Libor1M;12-12-2018;0,0244
Libor1M;11-12-2018;0,02432
Libor1M;10-12-2018;0,02421
Libor1M;07-12-2018;0,024
Libor1M;06-12-2018;0,02387
Libor1M;05-12-2018;0,02383
Libor1M;04-12-2018;0,0238
Libor1M;03-12-2018;0,02379
Libor1M;30-11-2018;0,02347
Libor1M;29-11-2018;0,02349
Libor1M;28-11-2018;0,02345
Libor1M;27-11-2018;0,02349
Libor1M;26-11-2018;0,02337
Libor1M;23-11-2018;0,02322
Libor1M;22-11-2018;0,02315
Libor1M;21-11-2018;0,02315
Libor1M;20-11-2018;0,02306
Libor1M;19-11-2018;0,023
Libor1M;16-11-2018;0,02301
Libor1M;15-11-2018;0,02303
Libor1M;14-11-2018;0,0231
Libor1M;13-11-2018;0,02307
Libor1M;12-11-2018;0,02307
Libor1M;09-11-2018;0,02314
Libor1M;08-11-2018;0,02318
Libor1M;07-11-2018;0,02315
Libor1M;06-11-2018;0,02317
Libor1M;05-11-2018;0,02316
Libor1M;02-11-2018;0,02318
Libor1M;01-11-2018;0,02314
Libor1M;31-10-2018;0,02307
Libor1M;30-10-2018;0,02299
Libor1M;29-10-2018;0,02302
Libor1M;26-10-2018;0,02297
Libor1M;25-10-2018;0,02295
Libor1M;24-10-2018;0,02294
Libor1M;23-10-2018;0,02281
Libor1M;22-10-2018;0,02287
Libor1M;19-10-2018;0,02282
Libor1M;18-10-2018;0,0228
Libor1M;17-10-2018;0,02282
Libor1M;16-10-2018;0,02287
Libor1M;15-10-2018;0,0229
Libor1M;12-10-2018;0,0228
Libor1M;11-10-2018;0,0228
Libor1M;10-10-2018;0,02283
Libor1M;09-10-2018;0,02287
Libor1M;08-10-2018;0,02284
Libor1M;05-10-2018;0,02277
Libor1M;04-10-2018;0,02281
Libor1M;03-10-2018;0,02279
Libor1M;02-10-2018;0,02274
Libor1M;01-10-2018;0,02265
Libor1M;28-09-2018;0,02261
Libor1M;27-09-2018;0,02256
Libor1M;26-09-2018;0,02242
Libor1M;25-09-2018;0,0223
Libor1M;24-09-2018;0,02218
Libor1M;21-09-2018;0,02216
Libor1M;20-09-2018;0,02212
Libor1M;19-09-2018;0,02182
Libor1M;17-09-2018;0,02168
Libor1M;14-09-2018;0,02165
Libor1M;13-09-2018;0,02158
Libor1M;12-09-2018;0,02134
Libor1M;11-09-2018;0,02148
Libor1M;10-09-2018;0,02139
Libor1M;07-09-2018;0,02131
Libor1M;06-09-2018;0,02133
Libor1M;05-09-2018;0,02121
Libor1M;04-09-2018;0,0212
Libor1M;03-09-2018;0,0211
Libor1M;31-08-2018;0,02114
Libor1M;30-08-2018;0,02104
Libor1M;29-08-2018;0,02076
Libor1M;28-08-2018;0,02075
Libor1M;27-08-2018;0,02073
Libor1M;24-08-2018;0,02073
Libor1M;22-08-2018;0,02066
Libor1M;21-08-2018;0,02066
Libor1M;20-08-2018;0,02067
Libor1M;17-08-2018;0,02069
Libor1M;16-08-2018;0,02077
Libor1M;15-08-2018;0,0206
Libor1M;14-08-2018;0,02064
Libor1M;13-08-2018;0,02063
Libor1M;10-08-2018;0,02067
Libor1M;09-08-2018;0,02067
Libor1M;08-08-2018;0,02063
Libor1M;07-08-2018;0,02071
Libor1M;06-08-2018;0,02083
Libor1M;03-08-2018;0,02079
Libor1M;02-08-2018;0,0208
Libor1M;01-08-2018;0,02082
Libor1M;31-07-2018;0,02081
Libor1M;30-07-2018;0,02082
Libor1M;27-07-2018;0,02077
Libor1M;26-07-2018;0,02072
Libor1M;25-07-2018;0,02077
Libor1M;24-07-2018;0,0207
Libor1M;23-07-2018;0,02064
Libor1M;20-07-2018;0,02069
Libor1M;19-07-2018;0,02081
Libor1M;18-07-2018;0,02086
Libor1M;17-07-2018;0,02082
Libor1M;16-07-2018;0,02079
Libor1M;13-07-2018;0,02073
Libor1M;12-07-2018;0,02072
Libor1M;11-07-2018;0,02074
Libor1M;10-07-2018;0,02067
Libor1M;09-07-2018;0,02078
Libor1M;06-07-2018;0,02086
Libor1M;05-07-2018;0,02097
Libor1M;04-07-2018;0,02087
Libor1M;03-07-2018;0,02086
Libor1M;02-07-2018;0,021
Libor1M;29-06-2018;0,0209
Libor1M;28-06-2018;0,02092
Libor1M;27-06-2018;0,02094
Libor1M;26-06-2018;0,02102
Libor1M;25-06-2018;0,02103
Libor1M;22-06-2018;0,02098
Libor1M;21-06-2018;0,02091
Libor1M;20-06-2018;0,02084
Libor1M;19-06-2018;0,02088
Libor1M;18-06-2018;0,02084
Libor1M;15-06-2018;0,02085
Libor1M;14-06-2018;0,02085
Libor1M;13-06-2018;0,02073
Libor1M;12-06-2018;0,02057
Libor1M;11-06-2018;0,02047
Libor1M;08-06-2018;0,02046
Libor1M;07-06-2018;0,02046
Libor1M;06-06-2018;0,0203
Libor1M;05-06-2018;0,02025
Libor1M;04-06-2018;0,02013
Libor1M;01-06-2018;0,02005
Libor1M;31-05-2018;0,02001
Libor1M;30-05-2018;0,01982
Libor1M;29-05-2018;0,0198
Libor1M;28-05-2018;0,01976
Libor1M;25-05-2018;0,01976
Libor1M;24-05-2018;0,01968
Libor1M;23-05-2018;0,0196
Libor1M;22-05-2018;0,01965
Libor1M;21-05-2018;0,01961
Libor1M;18-05-2018;0,01953
Libor1M;17-05-2018;0,01948
Libor1M;16-05-2018;0,01935
Libor1M;15-05-2018;0,01939
Libor1M;14-05-2018;0,01934
Libor1M;11-05-2018;0,01919
Libor1M;10-05-2018;0,01918
Libor1M;09-05-2018;0,01929
Libor1M;08-05-2018;0,01929
Libor1M;07-05-2018;0,01928
Libor1M;04-05-2018;0,01928
Libor1M;03-05-2018;0,01923
Libor1M;02-05-2018;0,01917
Libor1M;01-05-2018;0,01909
Libor1M;30-04-2018;0,01909
Libor1M;27-04-2018;0,01907
Libor1M;26-04-2018;0,01901
Libor1M;25-04-2018;0,019
Libor1M;24-04-2018;0,01898
Libor1M;23-04-2018;0,01897
Libor1M;20-04-2018;0,01897
Libor1M;19-04-2018;0,01898
Libor1M;18-04-2018;0,01897
Libor1M;17-04-2018;0,01896
Libor1M;16-04-2018;0,01894
Libor1M;13-04-2018;0,01896
Libor1M;12-04-2018;0,01897
Libor1M;11-04-2018;0,01896
Libor1M;10-04-2018;0,01894
Libor1M;09-04-2018;0,01897
Libor1M;06-04-2018;0,01897
Libor1M;05-04-2018;0,01895
Libor1M;04-04-2018;0,01891
Libor1M;03-04-2018;0,01878
Libor1M;02-04-2018;0,01883
Libor1M;30-03-2018;0,01883
Libor1M;29-03-2018;0,01883
Libor1M;28-03-2018;0,01887
Libor1M;27-03-2018;0,01877
Libor1M;26-03-2018;0,01877
Libor1M;23-03-2018;0,01875
Libor1M;22-03-2018;0,01872
Libor1M;21-03-2018;0,01861
Libor1M;20-03-2018;0,01854
Libor1M;19-03-2018;0,01841
Libor1M;16-03-2018;0,01822
Libor1M;15-03-2018;0,01808
Libor1M;14-03-2018;0,01786
Libor1M;13-03-2018;0,01777
Libor1M;12-03-2018;0,01765
Libor1M;09-03-2018;0,0175
Libor1M;08-03-2018;0,0174
Libor1M;07-03-2018;0,01718
Libor1M;06-03-2018;0,01711
Libor1M;05-03-2018;0,01702
Libor1M;02-03-2018;0,01691
Libor1M;01-03-2018;0,01686
Libor1M;28-02-2018;0,0167
Libor1M;27-02-2018;0,01664
Libor1M;26-02-2018;0,01648
Libor1M;23-02-2018;0,01631
Libor1M;22-02-2018;0,01621
Libor1M;21-02-2018;0,01603
Libor1M;20-02-2018;0,01596
Libor1M;19-02-2018;0,01596
Libor1M;16-02-2018;0,01594
Libor1M;15-02-2018;0,0159
Libor1M;14-02-2018;0,01588
Libor1M;13-02-2018;0,01588
Libor1M;12-02-2018;0,01588
Libor1M;09-02-2018;0,01583
Libor1M;08-02-2018;0,01581
Libor1M;07-02-2018;0,01579
Libor1M;06-02-2018;0,01579
Libor1M;05-02-2018;0,0158
Libor1M;02-02-2018;0,0158
Libor1M;01-02-2018;0,01579
Libor1M;31-01-2018;0,0158
Libor1M;30-01-2018;0,01575
Libor1M;29-01-2018;0,01573
Libor1M;26-01-2018;0,01568
Libor1M;25-01-2018;0,01567
Libor1M;24-01-2018;0,01561
Libor1M;23-01-2018;0,01561
Libor1M;22-01-2018;0,0156
Libor1M;19-01-2018;0,01561
Libor1M;18-01-2018;0,01561
Libor1M;17-01-2018;0,01558
Libor1M;16-01-2018;0,01556
Libor1M;15-01-2018;0,01556
Libor1M;12-01-2018;0,01559
Libor1M;11-01-2018;0,01559
Libor1M;10-01-2018;0,01554
Libor1M;09-01-2018;0,01554
Libor1M;08-01-2018;0,01554
Libor1M;05-01-2018;0,01553
Libor1M;04-01-2018;0,01555
Libor1M;03-01-2018;0,01557
Libor1M;02-01-2018;0,01562
Libor1M;01-01-2018;0,01564
Libor1M;29-12-2017;0,01564
Libor1M;28-12-2017;0,01568
Libor1M;27-12-2017;0,01569
Libor1M;26-12-2017;0,01564
Libor1M;25-12-2017;0,01564
Libor1M;22-12-2017;0,01564
Libor1M;21-12-2017;0,01552
Libor1M;20-12-2017;0,01535
Libor1M;19-12-2017;0,01511
Libor1M;18-12-2017;0,01501
Libor1M;15-12-2017;0,01495
Libor1M;14-12-2017;0,01491
Libor1M;13-12-2017;0,01477
Libor1M;12-12-2017;0,01472
Libor1M;11-12-2017;0,0146
Libor1M;08-12-2017;0,01444
Libor1M;07-12-2017;0,01432
Libor1M;06-12-2017;0,01407
Libor1M;05-12-2017;0,01403
Libor1M;04-12-2017;0,01392
Libor1M;01-12-2017;0,01379
Libor1M;30-11-2017;0,01372
Libor1M;29-11-2017;0,01361
Libor1M;28-11-2017;0,0135
Libor1M;27-11-2017;0,01347
Libor1M;24-11-2017;0,01338
Libor1M;23-11-2017;0,01329
Libor1M;22-11-2017;0,01328
Libor1M;21-11-2017;0,01313
Libor1M;20-11-2017;0,01294
Libor1M;17-11-2017;0,01287
Libor1M;16-11-2017;0,01283
Libor1M;15-11-2017;0,01266
Libor1M;14-11-2017;0,01264
Libor1M;13-11-2017;0,0125
Libor1M;10-11-2017;0,01246
Libor1M;09-11-2017;0,01245
Libor1M;08-11-2017;0,01246
Libor1M;07-11-2017;0,01244
Libor1M;06-11-2017;0,01244
Libor1M;03-11-2017;0,01243
Libor1M;02-11-2017;0,01242
Libor1M;01-11-2017;0,01243
Libor1M;31-10-2017;0,01243
Libor1M;30-10-2017;0,01242
Libor1M;27-10-2017;0,01242
Libor1M;26-10-2017;0,01242
Libor1M;25-10-2017;0,0124
Libor1M;24-10-2017;0,0124
Libor1M;23-10-2017;0,01238
Libor1M;20-10-2017;0,01238
Libor1M;19-10-2017;0,01239
Libor1M;18-10-2017;0,01239
Libor1M;17-10-2017;0,01238
Libor1M;16-10-2017;0,01237
Libor1M;13-10-2017;0,01237
Libor1M;12-10-2017;0,01239
Libor1M;11-10-2017;0,01239
Libor1M;10-10-2017;0,01238
Libor1M;09-10-2017;0,01237
Libor1M;06-10-2017;0,01235
Libor1M;05-10-2017;0,01238
Libor1M;04-10-2017;0,01238
Libor1M;03-10-2017;0,01238
Libor1M;02-10-2017;0,01233
Libor1M;29-09-2017;0,01232
Libor1M;28-09-2017;0,01235
Libor1M;27-09-2017;0,01235
Libor1M;26-09-2017;0,01234
Libor1M;25-09-2017;0,01237
Libor1M;22-09-2017;0,01238
Libor1M;21-09-2017;0,01237
Libor1M;20-09-2017;0,01236
Libor1M;19-09-2017;0,01237
Libor1M;18-09-2017;0,01236
Libor1M;15-09-2017;0,01237
Libor1M;14-09-2017;0,01234
Libor1M;13-09-2017;0,01234
Libor1M;12-09-2017;0,01237
Libor1M;11-09-2017;0,01236
Libor1M;08-09-2017;0,01236
Libor1M;07-09-2017;0,01235
Libor1M;06-09-2017;0,01232
Libor1M;05-09-2017;0,01231
Libor1M;04-09-2017;0,01232
Libor1M;01-09-2017;0,01231
Libor1M;31-08-2017;0,01232
Libor1M;30-08-2017;0,01237
Libor1M;29-08-2017;0,01239
Libor1M;28-08-2017;0,01236
Libor1M;25-08-2017;0,01236
Libor1M;24-08-2017;0,01234
Libor1M;23-08-2017;0,01234
Libor1M;22-08-2017;0,01236
Libor1M;21-08-2017;0,01236
Libor1M;18-08-2017;0,01235
Libor1M;17-08-2017;0,01231
Libor1M;16-08-2017;0,01228
Libor1M;15-08-2017;0,01228
Libor1M;14-08-2017;0,01228
Libor1M;11-08-2017;0,01227
Libor1M;10-08-2017;0,01229
Libor1M;09-08-2017;0,01229
Libor1M;08-08-2017;0,01231
Libor1M;07-08-2017;0,01229
Libor1M;04-08-2017;0,01229
Libor1M;03-08-2017;0,01231
Libor1M;02-08-2017;0,01231
Libor1M;01-08-2017;0,01232
Libor1M;31-07-2017;0,01232
Libor1M;28-07-2017;0,01232
Libor1M;27-07-2017;0,01234
Libor1M;26-07-2017;0,01233
Libor1M;25-07-2017;0,01233
Libor1M;24-07-2017;0,01233
Libor1M;21-07-2017;0,01232
Libor1M;20-07-2017;0,01227
Libor1M;19-07-2017;0,01229
Libor1M;18-07-2017;0,01228
Libor1M;17-07-2017;0,01228
Libor1M;14-07-2017;0,01226
Libor1M;13-07-2017;0,01226
Libor1M;12-07-2017;0,01224
Libor1M;11-07-2017;0,01224
Libor1M;10-07-2017;0,01224
Libor1M;07-07-2017;0,01226
Libor1M;06-07-2017;0,01224
Libor1M;05-07-2017;0,01223
Libor1M;04-07-2017;0,01223
Libor1M;03-07-2017;0,01227
Libor1M;30-06-2017;0,01224
Libor1M;29-06-2017;0,01227
Libor1M;28-06-2017;0,01226
Libor1M;27-06-2017;0,01224
Libor1M;26-06-2017;0,01222
Libor1M;23-06-2017;0,0122
Libor1M;22-06-2017;0,01216
Libor1M;21-06-2017;0,01216
Libor1M;20-06-2017;0,01216
Libor1M;19-06-2017;0,01214
Libor1M;16-06-2017;0,01212
Libor1M;15-06-2017;0,01209
Libor1M;14-06-2017;0,01172
Libor1M;13-06-2017;0,01159
Libor1M;12-06-2017;0,01139
Libor1M;09-06-2017;0,01127
